id,Saleprice
1369,101621.50740756448
1371,135392.19570658315
1373,119939.59285582516
1374,134825.78874727347
1387,118611.77194495413
1388,100960.1073991718
1392,153010.08009769008
1394,145748.76289065336
1406,146654.57593701503
1407,239200.71889556514
1408,182539.56323225415
1409,193704.6409487461
1411,171746.50069452362
1412,103034.85349078008
1413,149961.63137402578
1414,141382.1881510881
1425,246188.38508935075
1430,199852.90407420488
1431,199023.47240811845
1435,228432.92475870883
1441,231027.33550484868
1444,227953.9520484658
1445,125129.55024251368
1446,145570.95953946558
1452,117267.14117827271
1453,112177.21995021995
1456,234472.46364678614
1457,226935.19751955935
1460,246254.33098467757
1463,245809.5339536223
1468,218137.90541087018
1471,224617.27145705142
1474,207656.83529103055
1475,200801.83767474745
1476,205743.01325907488
1478,205342.83852148894
1482,139038.14372327854
1483,142649.46004224423
1484,140352.12760929402
1485,143997.57277465647
1496,172857.00147315298
1497,146735.02738799874
1500,133720.3157004785
1506,131299.56412736804
1507,103081.06409765923
1509,128590.74439457852
1510,125727.45692508071
1513,133735.047047808
1517,123748.28205685891
1518,180748.50952505856
1523,190311.72969855805
1524,139141.2287342567
1526,166089.59084875797
1529,219084.19376567108
1531,134618.39842168137
1535,108676.62042817209
1536,118272.60743523718
1538,346969.2872663684
1540,281164.8501796492
1543,107382.15484945312
1545,128068.6888037711
1546,123970.82152792349
1557,79976.00472234581
1558,91007.1136439958
1559,83140.34550822424
1563,242995.76406582116
1568,162440.46364009526
1571,266613.4716133743
1578,154808.7984952672
1579,207715.78101092085
1584,256065.7059880755
1586,322681.2421159562
1604,115633.15781221332
1606,131420.47336677622
1610,167025.77267121832
1611,122466.5403110891
1618,185848.0518914004
1623,189784.7497424901
1624,175860.58826164514
1628,175659.35495696164
1633,224069.6182204288
1645,166263.61799146864
1649,214013.31103373543
1652,160479.3735305858
1653,169589.35854614983
1656,147953.868704757
1662,188600.57469033406
1668,110552.1622088498
1670,100832.47739391353
1672,105422.10542689152
1673,122856.41704265164
1674,154044.76406329536
1677,102165.31452402628
1678,110307.36684227103
1679,102282.34387260667
1685,351907.6680590091
1692,414110.04999957734
1693,300806.46954217536
1696,449627.35086733924
1709,319964.6452800842
1711,288732.3419299995
1717,183697.26096703878
1718,183704.46652380045
1721,231403.04759861715
1722,226370.9841947133
1725,281604.9582904039
1726,211500.14890505132
1730,177589.8541296238
1731,182140.9704372061
1733,197255.6019074957
1737,202796.92602515692
1746,253830.01986013452
1747,199863.5689476996
1748,202309.15753451895
1749,227403.98344885936
1760,174885.71388603238
1761,548516.9365948229
1762,335285.885015301
1768,607098.5983162245
1769,228044.9160932193
1770,275649.93742174475
1776,185954.2848944609
1781,387241.10025226336
1785,271354.31764660217
1792,214597.47380883218
1798,266384.17636385345
1812,194678.88833512118
1814,249050.76206948698
1817,148194.8917048277
1818,112225.5205870037
1822,136109.7449555034
1823,114889.19924602512
1829,281544.19292294414
1838,202696.07814728282
1845,162541.92885603284
1851,185853.2790767801
1855,297248.6499443231
1856,195179.2568694287
1858,214495.87163632346
1865,203505.39169625202
1866,147589.19873285844
1867,165091.92772720775
1868,212370.42620479385
1876,139848.73321689494
1878,138442.9000576403
1879,153695.6734027551
1882,149290.41375605692
1883,116945.75467791362
1887,94476.71777229276
1895,156382.07469587837
1898,145282.91765227434
1904,56842.863055378286
1908,137555.2648185502
1917,154633.61992396167
1918,114952.1656266377
1920,131214.71417628782
1922,134782.9907065798
1923,150186.58014664118
1931,162600.46970026178
1935,140705.87378242338
1936,137355.17252358122
1939,118873.23478032828
1943,128008.09042415598
1944,131780.4558330677
1946,206565.9872693159
1952,98936.71922765396
1954,120655.16386627998
1958,123838.69688804344
1964,149556.66962391007
1966,136284.8861059399
1969,88457.1605930577
1977,85289.11911790498
1980,104248.82614849156
1984,108932.19411011836
1985,83090.46770785045
1988,110364.56187963938
1989,110720.05544491927
1991,138719.45293333003
1992,140039.87887779094
1997,128476.52379257929
1999,159936.79996089684
2003,107157.0883729535
2005,111590.27149370064
2010,121214.19825373466
2012,129462.26217666418
2016,128265.57202223166
2017,123770.33357291909
2022,173800.93500365934
2023,156186.8841474487
2035,135675.66411346756
2036,207596.81331158814
2040,115132.73693605461
2042,125204.99497163125
2043,87902.42658968894
2055,125804.70233468612
2056,108720.33689465835
2059,112086.37739861943
2064,117931.55271862623
2066,177922.37196590228
2070,143840.53515550712
2071,80756.55639283218
2078,246771.7211316494
2080,164603.59485601474
2085,122509.73226576939
2089,112671.80958837776
2090,182717.65007277942
2092,229723.86700257426
2094,250857.3619366254
2095,234715.24702014658
2098,349474.9734162123
2099,248672.06514711413
2103,250633.78412956424
2120,132560.4996216304
2122,180222.04279771209
2123,180660.32638835078
2134,192080.16370473395
2135,121339.42761925186
2136,138038.4562142234
2143,133151.93801454714
2145,281210.27622890053
2146,245926.8784459548
2148,201351.9105222363
2155,294509.5556177301
2156,261418.6316938818
2157,133731.37844508025
2159,211599.95044393474
2161,178218.42410080775
2164,197727.37731900383
2165,178555.05378294844
2169,134248.67630782683
2171,114308.14578382226
2180,165262.57166121053
2184,125048.88564206354
2185,67219.62585379338
2188,80048.95754920908
2191,111305.55624390118
2192,95236.25248428607
2196,156286.4639644311
2198,88617.89571539135
2204,179225.77527014763
2210,137010.74153745678
2213,111135.19207295771
2215,265984.89545935637
2219,270357.470344051
2221,246034.55131158337
2224,180557.62763213593
2228,152614.6759452947
2232,106409.35881357624
2239,114271.20039124355
2246,245957.48114678566
2247,242632.40197287744
2249,153905.97459893094
2251,186363.90388560147
2254,138843.8702434779
2256,228039.45578293677
2259,232456.20992671634
2263,257787.24135010858
2266,213505.99991617593
2271,181769.78922540034
2274,192249.16675914463
2275,311793.39359892195
2280,135934.9492215899
2281,135943.43236750833
2291,79872.79394381212
2292,159514.91734984578
2295,207043.37785462188
2297,111545.64871639245
2299,121051.27179982206
2302,123177.12634319301
2303,128155.18835837545
2304,111946.90640922789
2308,170378.92370794818
2312,225029.37696243398
2314,170458.24515364663
2315,176693.77798131693
2316,191989.04444218552
2320,228570.01655915618
2321,291443.47165692545
2322,242356.92467696453
2325,171335.45439563153
2336,377699.288059083
2340,298766.06603887485
2341,302852.6666959531
2342,379988.94861457596
2345,251662.91066337004
2346,189215.4349201262
2347,166822.92147699447
2354,274090.25217418827
2357,188394.7010644442
2359,147714.21919940913
2360,139274.06195088592
2361,98121.89798790787
2362,88545.55265585412
2366,117539.03898735334
2367,92073.32020214818
2370,110933.99324503171
2373,93833.96660642247
2376,123666.6227654353
2378,144191.23711698703
2382,262628.12819389213
2387,305353.58178040356
2392,348325.8398083585
2395,338061.5572422797
2396,373429.814381482
2397,270208.6144716897
2399,346180.62033656
2401,408654.4991008693
2402,290561.20906306355
2407,195250.34880279042
2411,189758.83155746732
2414,225807.18867451444
2418,275472.1555953849
2419,180253.13044139938
2424,168404.35107009718
2427,176448.52848341863
2430,221384.14024371415
2439,209029.57079276492
2441,236653.1119745921
2442,225656.59839579262
2446,496225.47885003977
2447,374652.8629371445
2452,312356.6832108206
2457,348794.48557266005
2458,270618.8430489882
2462,401061.19831250707
2465,195034.86495041233
2467,198869.14031828457
2473,143032.0440023225
2478,176335.08703560565
2479,176453.9098203593
2482,166511.4262351656
2485,108587.95472402942
2488,124570.97750080097
2494,124838.54853475047
2500,254469.96110241485
2509,150559.31043600518
2512,179170.49296523933
2514,159650.5605417517
2515,193361.21201290193
2516,236005.6200429708
2518,175297.865628653
2519,191550.69660151572
2520,177788.27647482464
2527,165704.50233287129
2532,131968.29864533417
2538,126327.02329756109
2539,144928.3627829232
2543,108647.71093148232
2551,145920.9441900134
2554,123881.29972327335
2555,111467.11129454951
2557,85621.44271600561
2561,132410.7236595357
2563,148380.64378076565
2564,143844.2294697133
2570,114399.75279066419
2571,286926.4481078856
2576,151620.5825962504
2582,131983.18293296828
2584,150403.93360807456
2587,120100.71900564415
2589,134260.15602178918
2591,203405.71976984816
2597,114555.47758826178
2602,159238.14068575008
2605,148486.00905585242
2610,188530.57288326486
2611,145487.67079604339
2614,129574.7115464237
2616,198357.07154060088
2617,141969.41550576317
2620,131948.31925944934
2623,83260.37728767475
2631,144902.40873408344
2638,134161.93951932184
2639,102542.9328651896
2645,107779.49748351825
2647,95133.86747874654
2648,129487.35597993592
2650,115900.02760664599
2652,118433.13848504769
2656,119945.66996888182
2658,132123.69261070545
2661,172899.95597399783
2665,157777.35222564294
2673,152002.45871435732
2678,90959.54404280658
2679,94047.44058731468
2680,61827.032616655924
2685,106276.335282105
2695,123729.77946687157
2698,111855.77026978279
2700,169527.01708553868
2706,129864.62953910307
2708,157488.96375380593
2709,142901.89780386092
2711,141296.81518832367
2718,169604.20307773884
2719,166747.49271671844
2721,170954.1347657968
2725,162160.94466011898
2726,240705.43073499727
2732,214778.80502391869
2733,132186.412864406
2739,189147.53913430494
2747,186214.0581809551
2751,224460.15601217534
2754,196068.2297845855
2755,233261.39170203527
2756,198719.6274390369
2758,241197.41435116105
2763,192937.02939666645
2764,245819.27207858278
2765,184460.6822888246
2766,162033.96639745936
2768,171650.6533141679
2781,219022.47831676935
2784,165061.90743359143
2785,135030.89030009107
2786,120622.8194998789
2796,223595.99399181773
2797,281336.2546000863
2801,251421.19534368877
2805,250869.52295185678
2806,205734.63994783003
2812,195482.85319040556
2817,132729.64224454903
2822,138417.72663877395
2825,252419.0179858469
2828,133852.949222099
2831,142018.41683527493
2843,114128.23857028049
2845,117407.40758517933
2847,151998.44444700668
2855,159541.81814907579
2856,140961.85142568438
2859,144868.5023937759
2865,207103.10930011037
2867,169721.48675900264
2869,199390.2829560007
2870,209949.69747763604
2874,135795.6939980644
2876,74429.91174665128
2889,147249.7399630797
2892,297996.4973794995
2895,241339.35122001157
2898,216641.42288390634
2901,317798.04054769553
2902,326683.83906376746
2908,125044.78708637429
2909,115333.96509302975
2916,153244.57765358925
2917,94978.42048348348
2919,77656.0980267994
2921,85647.02306776356
2922,186116.42987332545
2925,168023.29831890535
2928,118855.23667009543
