lotarea,neighborhood,overallqual,overallcond,totalbsmtsf,grlivarea,kitchenqual,paveddrive,yrsold,saleprice,zone_FV,zone_RL,zone_RM,lotshape_irr,near_busy_st,non_1fam,2plus_fl,hip_roof,ext_ord,has_veneer,cncrt_found,bsmt_ord,heatingqc_dum,cent_air_dum,garage_ord,fireplace_ord,lotfrontage_imp,remodel_age,tot_bath,deckporcharea
7.426549072397305,1,6,5,6.182084906716632,6.894670039433482,1,1,2008,11.355101379776661,0,0,1,0,0,1,1,0,0,1,0,2.5,0,1,0.67,0.0,21.0,40,1.5,0.0
8.921057018157429,1,7,5,7.097548850614793,7.0967213784947605,2,1,2006,12.120514757168527,0,1,0,1,0,0,0,0,2,0,1,3.75,1,1,1.67,0.0,64.0,6,2.0,5.099866427824199
10.181119289134408,3,5,7,0.0,7.60887062919126,1,0,2009,11.782952602183288,0,1,0,0,1,0,1,0,0,0,1,0.0,1,1,1.33,1.0,120.0,4,1.0,0.0
7.8804263442924,3,8,5,6.8679744089702925,7.382124365737512,2,1,2008,12.206072645530174,1,0,0,0,0,1,1,0,0,1,1,3.0,1,1,1.0,0.0,24.0,11,3.5,5.135798437050262
9.172326929777967,1,7,5,7.20934025660291,7.215975002651466,2,1,2008,12.170445467887022,0,1,0,0,0,0,0,0,2,0,1,3.75,1,1,1.67,0.0,74.0,4,2.0,3.9318256327243257
9.221675881639928,1,5,5,7.266128779556451,7.265429723253953,2,1,2010,12.063932878369052,0,1,0,0,0,0,0,0,2,0,1,3.0,1,1,1.67,0.0,93.0,6,2.0,0.0
8.427487278331744,1,5,5,6.437751649736401,7.203405521083095,1,1,2008,11.49272275765271,0,0,1,0,0,0,1,0,1,0,0,1.75,0,0,1.33,0.0,34.0,61,1.0,0.0
9.084323531392696,1,5,6,7.022868086082641,7.02197642307216,1,1,2009,11.842229212112828,0,1,0,0,1,0,0,0,2,0,1,2.0,0,1,1.0,0.0,80.0,48,2.0,4.394449154672439
9.011523512653032,1,6,5,6.493753839851686,7.158513997329321,1,1,2007,11.874090314181814,0,1,0,0,0,0,0,0,0,1,0,1.75,1,1,1.67,1.0,71.0,34,1.5,4.9344739331306915
9.064157861798101,3,7,5,6.6293632534374485,7.344072850573066,2,1,2010,12.279323107269766,1,0,0,0,0,0,1,0,2,0,1,3.25,1,1,1.33,0.0,72.0,2,2.5,5.3706380281276624
9.07383312732152,1,5,5,6.796823718274855,6.795705775173514,1,1,2007,11.76756768334381,0,1,0,0,0,0,0,0,2,0,0,2.5,0,1,1.67,0.5,109.0,43,1.0,0.0
8.641885635373555,3,8,5,7.31455283232408,7.413970290190444,3,1,2009,12.535376392672774,0,1,0,1,0,0,0,0,2,0,1,3.0,1,1,1.67,1.75,40.0,11,3.0,5.605802066295998
9.46242117318499,3,8,5,7.098375638590786,7.720017940432244,3,1,2006,12.748783489541202,0,1,0,1,0,0,1,0,2,0,1,3.0,1,1,1.67,1.25,103.0,5,2.5,5.955837369464831
8.984693690443855,2,6,7,7.063903961472068,7.079184394609668,1,1,2010,12.128111104060462,0,1,0,1,0,0,0,0,0,0,1,2.75,1,1,1.67,0.0,63.11098004915625,4,3.0,6.22455842927536
10.453053004618049,2,5,5,6.963189985870238,6.962243464266207,1,1,2006,11.884489021402711,0,1,0,0,0,1,0,1,0,0,0,2.25,0,0,1.67,0.0,100.0,56,2.0,5.579729825986222
9.266058860732526,1,6,6,7.282073658093465,7.2813856635702825,1,1,2009,12.141534124392603,0,1,0,1,0,0,0,1,0,1,0,2.0,1,1,1.67,1.0,92.0,50,3.0,3.912023005428146
9.041921720351219,1,5,8,6.796823718274855,6.795705775173514,1,1,2010,11.83862560460953,0,1,0,0,0,0,0,0,0,0,0,2.75,1,1,0.67,1.25,65.0,2,2.0,6.329720905522696
9.367344120785848,2,5,6,6.849066282633458,7.569411792450712,2,1,2008,12.196022309676673,0,1,0,1,0,0,0,0,1,0,0,2.25,1,1,0.67,1.25,76.24428297515348,16,2.0,3.713572066704308
9.017968479328726,2,5,6,6.86484777797086,7.596392304064196,1,0,2007,11.691908120498669,0,0,0,0,1,1,1,0,2,0,0,1.75,0,0,0.0,0.0,75.0,5,2.0,0.0
8.99516499031115,1,5,7,6.511745329644728,6.828712071641684,1,1,2007,11.719126295554126,0,1,0,0,1,0,0,0,0,0,0,2.0,1,1,1.0,0.5,60.0,5,1.0,0.0
9.169518377455928,2,8,5,7.83399634170946,7.8336002236611035,2,1,2009,12.535376392672774,0,1,0,0,0,0,0,1,1,0,1,2.75,0,1,1.67,1.25,80.0,30,3.5,6.38856140554563
9.344434106456882,2,8,7,6.675823221634848,7.324489979348532,2,1,2006,12.345834587905333,0,1,0,1,0,0,1,0,1,0,1,2.0,0,1,1.0,1.5,75.38527812408587,61,1.0,0.0
9.164191715950203,3,8,5,7.3098814858247865,7.309212365692763,3,1,2006,12.506177237980511,0,1,0,1,0,0,0,1,1,0,1,3.0,1,1,1.67,1.25,30.0,15,2.5,3.4339872044851463
9.301094735244646,1,6,6,6.855408798609928,6.854354502255021,1,0,2007,11.736069016284437,0,1,0,0,0,0,0,1,0,0,0,2.5,0,1,1.0,0.0,60.0,59,1.0,3.8918202981106265
9.272093768251665,1,8,5,7.441906728051625,7.4489161025442,2,1,2009,12.601487417784837,0,1,0,0,0,0,0,1,2,1,1,4.5,1,1,2.0,1.25,79.0,3,3.0,5.53338948872752
9.104979856318357,1,6,6,5.081404364984463,7.040536390215956,1,1,2009,11.639558115903595,0,1,0,1,0,0,0,0,0,1,0,3.25,0,1,1.0,1.25,80.0,53,1.0,3.367295829986474
7.887959336599945,1,5,6,6.630683385642372,7.29641326877392,1,1,2006,11.751942365440728,0,0,1,0,0,0,1,0,2,0,1,2.5,1,1,1.33,1.0,41.0,34,2.0,4.875197323201151
9.371693622333941,2,6,6,7.520234556474628,7.519692404116539,1,1,2010,12.154779351142624,0,1,0,1,0,0,0,1,0,1,0,2.5,1,1,1.67,1.0,105.0,34,2.0,4.812184355372417
9.169518377455928,2,7,6,7.1252830915107115,7.124478262493424,1,1,2007,12.075394321888057,0,1,0,0,0,0,0,1,0,1,0,2.5,0,1,1.33,1.0,80.0,38,1.5,0.0
9.03931477492408,1,5,7,6.898714534329988,6.897704943128636,1,1,2007,11.891361900690473,0,1,0,1,0,0,0,0,2,0,1,3.25,1,1,0.67,0.0,60.0,17,2.0,5.54907608489522
9.204020443231363,3,5,6,7.136483208590247,7.135687347028144,1,1,2008,11.901583454762012,0,1,0,0,0,0,0,0,0,0,0,2.25,0,1,1.33,0.0,75.0,46,2.5,6.690842277418564
9.53899642739739,3,10,5,7.638679823876112,7.638198244285779,3,1,2006,13.049792684569493,0,1,0,0,0,0,0,0,2,0,1,4.75,1,1,2.0,1.25,107.0,5,3.5,6.100318952020064
9.116139576577355,1,5,6,7.001245622069476,7.01211529430638,2,1,2009,12.016726473799254,0,1,0,1,0,0,0,0,0,1,1,3.75,1,1,1.67,1.0,67.34215063291474,33,2.0,5.811140992976701
9.405084448768694,1,5,5,6.957497370876951,7.492760300922379,1,1,2008,11.786762130599957,0,0,1,0,0,0,0,0,0,1,0,1.75,1,0,1.0,0.0,81.0,57,2.0,0.0
9.323669057283185,1,5,5,6.947937068614969,6.946975992135418,1,1,2008,11.771436160121729,0,1,0,0,0,0,0,1,0,0,0,2.0,1,1,0.67,0.0,70.0,46,2.0,0.0
9.17678358844734,2,8,6,6.411818267709897,7.5352967024440884,1,1,2008,12.45712704000522,0,1,0,1,0,0,1,0,1,1,1,1.5,0,1,1.33,1.5,100.0,61,1.5,0.0
9.30546871706776,3,5,5,6.892641641172089,7.38025578842646,1,1,2009,11.669929213779893,0,1,0,0,0,0,0,0,0,0,0,1.75,1,1,1.0,0.0,60.0,51,2.0,4.23410650459726
8.881836305004146,2,7,6,6.655440350367647,7.31455283232408,1,0,2008,11.911701584927597,0,1,0,0,0,0,1,0,1,0,0,2.0,0,1,1.33,1.25,60.0,11,1.5,0.0
9.20230820027892,1,5,5,6.963189985870238,6.968850378341948,1,1,2010,11.759785542901755,0,1,0,0,0,0,0,0,0,1,0,2.0,0,1,1.33,0.0,80.0,57,2.0,0.0
7.803026643632217,3,7,5,6.639875833826536,7.3938782901077555,2,1,2008,11.951180395901384,0,1,0,0,0,1,1,0,2,1,1,2.0,1,1,2.0,0.0,36.0,7,2.5,3.332204510175204
8.005700678662542,3,6,5,6.6293632534374485,7.329093736246592,2,1,2006,12.01974306733868,1,0,0,0,0,0,1,0,0,1,1,3.0,1,1,1.0,0.0,41.30327975240069,11,2.5,3.4965075614664802
8.962391701743002,1,4,3,7.023758954738443,7.591357046698551,2,1,2009,11.813030057420567,0,1,0,0,0,0,0,0,1,0,0,2.25,0,1,1.0,1.25,65.0,61,3.0,6.16541785423142
9.722684841711443,2,7,5,7.239214973779806,7.931644021454311,2,1,2006,12.429216196844383,0,1,0,1,0,0,1,0,0,1,0,2.5,0,1,1.67,1.25,80.0,33,4.0,4.727387818712341
7.297091005160418,1,4,7,6.304448802421981,6.9957661563048505,1,1,2010,11.238488619268468,0,0,1,0,0,1,1,0,2,0,0,2.75,1,1,0.0,0.0,21.0,41,1.5,5.424950017481403
9.227197489042606,1,6,6,5.37989735354046,7.362010551259734,2,1,2006,11.951180395901384,0,1,0,0,0,0,0,1,0,1,0,1.75,0,1,1.33,1.25,75.0,60,1.5,0.0
9.144627828610801,1,6,7,6.498282149476434,7.20934025660291,1,1,2010,11.970350312009105,0,1,0,0,0,0,1,0,0,1,0,2.5,0,1,1.33,0.0,80.0,42,1.5,6.030685260261263
7.841492924460013,3,7,5,6.398594934535208,7.090076835776092,2,1,2010,11.915051671812877,1,0,0,0,0,1,1,0,0,0,1,3.0,1,1,1.33,0.0,24.0,6,3.5,5.153291594497779
9.199077179697472,1,5,6,6.842683282238422,6.841615476477592,1,1,2006,11.703545824578878,0,1,0,0,0,0,0,0,0,0,0,2.25,0,1,1.0,0.0,82.0,36,1.0,0.0
8.979920411691197,1,6,7,6.947937068614969,6.946975992135418,1,1,2007,11.820410164718188,0,1,0,0,0,0,0,1,0,0,0,2.0,0,1,1.33,0.0,68.0,58,1.5,0.0
9.618335609937972,2,6,5,6.821107472256465,7.400009517162692,1,1,2008,12.061046873479915,0,1,0,1,0,0,1,0,0,0,1,2.25,0,1,1.67,1.0,86.32868864440721,15,2.5,5.53338948872752
9.372799299673886,3,8,7,7.050122520269059,7.727535110475448,2,1,2010,12.577636201962656,0,1,0,1,0,0,1,0,2,1,1,3.0,1,1,2.0,1.25,92.0,4,2.5,5.247024072160486
9.104979856318357,3,8,5,7.077498053569231,7.867105500316739,3,1,2007,12.623061104072981,1,0,0,0,0,0,1,0,2,0,1,3.75,1,1,2.0,1.25,75.0,4,2.5,6.35088571671474
9.90658275744343,3,7,7,7.259116128097101,7.301822342137932,1,1,2010,12.506177237980511,0,1,0,1,0,0,0,1,0,0,0,4.0,0,1,1.67,1.25,99.58413260538222,10,2.5,6.208590026096629
8.896724917497897,1,5,5,6.842683282238422,7.461640392208575,3,0,2008,11.713823407337118,0,0,1,0,1,0,0,0,1,0,0,2.0,0,0,0.67,1.25,81.0,61,1.0,0.0
9.07680897935166,1,5,5,7.232010331664759,7.231287004327616,2,1,2009,11.938193200374572,0,1,0,0,0,0,0,0,1,0,0,2.0,0,1,1.0,0.0,70.0,56,1.5,5.638354669333745
9.036225051729327,1,5,5,7.02197642307216,7.02108396428914,1,1,2007,11.898187865760873,0,1,0,0,1,0,0,0,2,0,1,2.75,1,1,0.0,0.0,70.0,4,1.0,3.4339872044851463
8.294049640102028,2,7,8,6.2766434893416445,7.001245622069476,1,1,2007,11.908340237224891,0,1,0,0,0,0,1,0,0,0,0,3.0,0,1,0.67,1.25,63.0,16,2.0,0.0
8.12058871174027,3,7,5,6.884486652042782,7.443078374348516,2,1,2006,11.77528972943772,0,0,1,0,0,0,1,0,2,1,1,2.0,1,1,1.0,0.0,32.0,7,2.0,3.713572066704308
9.51892740510786,3,9,5,7.497207223203318,7.496652438168283,3,1,2007,12.826649133255284,0,1,0,1,0,0,0,1,0,1,1,3.5,1,1,2.0,1.25,94.0,5,2.5,5.575949103146316
8.0106915391303,2,7,5,7.217443431696533,7.317212408359839,2,1,2006,12.27134527214637,0,1,0,0,0,0,0,0,2,1,1,4.25,1,1,1.67,1.25,43.0,6,2.0,5.093750200806762
9.769098649497476,3,7,5,7.319202458767849,7.318539548567902,2,1,2010,12.637952459809789,0,1,0,1,0,0,0,0,2,1,1,4.25,1,1,1.67,1.25,44.0,1,2.0,0.0
10.074495349429808,1,7,5,7.518064181233078,7.616775808698373,2,1,2008,12.611537753638338,0,1,0,1,0,0,0,0,0,1,1,3.5,1,1,2.0,0.0,108.23363598092236,14,4.0,3.8501476017100584
9.094929520464856,1,6,6,6.486160788944089,7.085064293952548,1,1,2006,11.979799201207037,0,1,0,0,0,0,0,1,1,0,0,2.75,1,1,2.0,0.75,79.0,52,1.5,0.0
7.8328075165248645,3,7,5,6.878326468291325,7.443663683115591,2,1,2006,11.831379196088763,0,0,1,0,0,1,1,0,2,1,1,2.0,1,1,1.0,0.0,24.0,7,2.0,3.713572066704308
9.069698042173716,3,7,5,7.388327859577107,7.38770923908104,2,1,2006,12.354492650648448,0,1,0,0,0,0,0,0,2,1,1,2.75,1,1,2.0,0.0,73.0,6,2.0,5.5909869805108565
8.74687531957003,2,6,6,6.645090969505644,6.643789733147672,1,0,2008,11.449453042014655,0,0,1,1,0,0,0,0,1,0,0,1.75,0,1,1.0,0.0,56.12794457795574,61,1.0,0.0
9.771611931222546,1,5,5,6.771935555839602,6.77078942390898,0,0,2006,11.56171562913966,0,1,0,0,0,0,0,0,1,1,0,1.75,0,0,0.67,1.25,95.44043479534321,61,1.0,0.0
8.752107198329362,1,4,6,6.255750041753367,6.253828811575473,0,1,2008,11.134589024250317,0,0,1,1,1,0,0,0,0,0,0,1.75,0,0,0.67,0.0,60.0,61,1.0,3.912023005428146
9.358760377094455,1,5,5,7.00850518208228,7.729295674310482,1,1,2010,11.946654038351252,0,1,0,0,1,1,1,0,0,1,0,2.0,0,1,1.0,0.0,80.0,51,2.0,0.0
8.893984438939794,2,5,7,6.842683282238422,7.3783837129967145,1,0,2007,11.774135217090894,0,0,1,0,1,0,0,0,2,0,0,1.25,1,1,0.0,0.0,50.0,8,2.0,0.0
8.427487278331744,1,5,7,6.424869023905388,7.116394144093465,1,1,2007,11.643953727376633,0,0,1,0,0,0,1,0,0,0,0,2.25,1,1,1.0,0.0,35.0,61,1.0,5.638354669333745
9.765546451422905,3,9,5,7.7039102096163115,7.711548979629146,3,1,2009,13.1260306447518,0,1,0,1,0,0,0,1,2,1,1,3.25,1,1,2.0,1.25,63.0,2,3.0,4.110873864173311
9.446597562435775,1,5,8,6.776506992372183,7.255591274253665,1,1,2008,11.94405831982697,0,0,1,1,1,0,0,0,0,0,0,2.0,0,1,1.33,1.25,100.0,61,1.5,6.037870919922137
9.104979856318357,1,4,7,6.762729506931879,6.761572768804055,1,1,2009,11.77528972943772,0,1,0,0,0,0,0,0,2,0,0,2.5,0,1,1.0,0.0,60.0,5,1.0,5.303304908059076
8.411832675758411,1,6,5,7.081708586105575,7.080867896690782,1,1,2008,11.986049221552207,0,0,1,0,0,0,0,1,2,1,1,3.25,1,1,1.67,0.0,32.0,14,3.0,4.812184355372417
8.759825595314295,3,9,5,7.418780882750794,7.418180822726788,2,1,2006,12.644617856906528,0,1,0,0,0,0,0,1,0,1,1,3.5,1,1,1.67,1.25,48.0,5,3.0,5.717027701406222
9.218606116393214,3,7,5,7.0707241072602764,7.090076835776092,2,1,2009,12.127570417375216,0,1,0,0,0,0,0,0,2,0,1,3.0,1,1,1.67,0.0,67.0,8,3.0,3.7376696182833684
9.495519314209846,1,5,7,6.834108738813838,6.833031732786201,1,1,2007,11.790557201568507,0,1,0,0,0,0,0,1,0,0,0,2.25,0,1,1.0,0.0,70.0,11,1.0,5.568344503761097
9.169518377455928,2,5,5,7.161622002939187,7.197435354096591,1,1,2009,12.0015054797889,0,1,0,0,1,0,0,0,0,1,0,3.0,0,1,1.67,0.75,80.0,42,2.5,5.780743515792329
8.07558263667172,3,7,5,6.398594934535208,7.090076835776092,2,1,2010,11.951180395901384,1,0,0,0,0,0,1,0,0,1,1,3.75,1,1,1.33,0.0,30.0,7,2.5,5.153291594497779
9.315060682746585,2,6,6,7.2640301428995295,7.2633296174768365,1,1,2008,12.117241431823558,0,1,0,1,0,0,0,0,0,0,0,3.5,0,1,1.67,0.0,74.29822754376225,42,2.5,0.0
9.635281256585003,1,7,5,6.7580945044277305,7.596894438144544,2,1,2007,12.259613412458204,0,1,0,1,0,0,1,0,2,1,1,3.25,1,1,1.67,1.25,87.0562283654263,9,3.5,5.552959584921617
9.11701821474481,3,7,5,6.626717749249025,7.3395376954076745,2,1,2009,12.122691036591123,0,1,0,0,0,0,1,0,2,0,1,2.0,1,1,1.67,0.0,70.0,17,3.5,5.153291594497779
8.85623355614316,3,5,5,0.0,7.336285660021297,1,1,2009,11.685684782260491,0,1,0,0,0,1,0,0,0,0,0,0.0,0,1,1.33,0.0,64.0,32,2.0,0.0
9.554780778246572,1,5,7,7.050122520269059,7.049254841255837,1,1,2010,12.103486056755072,0,1,0,1,0,0,0,1,0,1,1,3.5,0,1,1.67,1.25,83.65430392995091,47,2.0,5.429345628954441
8.167068178341237,3,8,5,7.040536390215956,7.048386408721883,2,1,2007,12.01974306733868,1,0,0,1,0,0,0,0,2,1,1,3.0,1,1,1.67,0.0,80.0,4,3.0,4.110873864173311
9.636392113692736,1,6,5,7.037905963447182,7.037027614686276,1,1,2009,11.904967552746252,0,1,0,0,0,0,0,1,0,1,0,3.0,1,1,1.67,1.0,88.0,51,1.5,0.0
8.915969311373605,1,5,5,6.796823718274855,6.97914527506881,2,1,2007,11.728036844587175,0,1,0,1,0,0,0,1,0,0,0,2.0,0,1,1.0,1.25,74.0,55,1.0,4.290459441148391
8.89740886527095,3,9,5,7.3537223303996315,7.353081920515432,3,1,2007,12.533576212168626,0,1,0,0,0,0,0,1,0,1,1,3.25,1,1,1.67,1.25,60.0,6,3.0,5.5254529391317835
9.212238569259263,3,8,5,7.202661196523238,7.9105906122564775,2,1,2006,12.765688433465597,0,1,0,1,0,0,1,1,2,1,1,2.75,1,1,2.0,1.75,83.0,16,2.5,6.1675164908883415
9.642187721358466,3,9,5,7.541683099882111,7.5411524551363085,3,1,2008,12.866179972011919,0,1,0,1,0,0,0,1,2,1,1,4.5,1,1,2.0,1.25,53.0,7,3.0,5.673323267171493
9.115809888129949,3,4,7,6.270988431858299,6.405228458030842,1,0,2007,11.362102575235644,0,1,0,1,0,0,0,0,0,0,0,2.75,1,1,0.0,0.0,58.0,9,2.0,0.0
9.697692639556532,3,8,9,7.2633296174768365,7.421177528595393,3,1,2008,12.577636201962656,0,1,0,0,0,0,0,0,2,0,0,3.75,1,1,1.67,1.25,103.0,4,4.0,5.916202062607435
9.147613542067878,2,3,3,5.5053315359323625,6.680854678790215,1,0,2009,10.691944912900398,0,0,0,0,0,0,0,0,1,0,0,1.5,0,0,0.0,0.0,72.0,61,1.0,3.6109179126442243
9.409928663668856,1,6,5,6.690842277418564,7.581209826196346,2,1,2009,12.2783933071098,0,1,0,1,0,0,1,0,2,0,1,3.0,1,1,2.0,1.0,71.0,9,3.5,5.762051382780177
9.481130576757746,2,5,6,7.050989447068045,7.084226422097916,1,1,2006,11.894780707439258,0,1,0,1,0,1,0,0,0,1,0,3.0,1,1,1.67,0.0,79.0,39,3.0,5.683579767338681
7.8826922062890254,3,7,5,6.513230110912307,7.231287004327616,2,1,2006,12.013700752882718,1,0,0,0,0,1,1,0,0,0,1,3.0,1,1,1.0,0.0,39.02594860023043,11,3.5,5.318119993844216
9.050171619823361,1,6,7,6.5722825426940075,7.8343923029104365,2,1,2007,11.820410164718188,0,0,1,0,1,0,0,0,1,0,0,2.0,0,0,0.67,1.25,60.0,61,2.0,4.6443908991413725
10.581114921438036,1,6,6,7.441906728051625,7.237059026124737,3,1,2006,12.437184366493561,0,1,0,1,0,0,0,0,0,1,0,4.0,1,1,1.33,1.5,139.19779056324703,54,2.5,5.247024072160486
7.873978379604501,3,7,5,6.639875833826536,7.3938782901077555,2,1,2010,12.075394321888057,0,1,0,0,0,1,1,0,2,1,1,2.0,1,1,2.0,0.0,36.0,8,2.5,3.332204510175204
8.764990330169104,1,5,6,6.53813982376767,7.351158226430694,1,1,2009,11.918390573078392,0,0,1,0,0,0,1,0,0,0,0,2.5,0,1,1.0,1.25,57.0,61,1.5,3.6109179126442243
9.420763358881013,1,5,5,6.88653164253051,7.259819610363186,1,1,2007,11.848683160653573,0,1,0,1,0,0,0,1,0,0,0,1.75,0,1,1.33,1.0,78.28586025227071,33,1.0,0.0
8.738735461363474,1,5,7,6.983789965258135,7.360739903058278,1,0,2008,12.000891794590137,0,0,1,0,0,0,0,0,0,0,1,1.75,0,1,1.0,1.25,52.0,19,2.0,0.0
9.210340371976184,1,6,6,7.018401799069201,7.017506142941256,1,1,2010,11.982929094215963,0,1,0,1,0,0,0,1,0,1,0,1.75,0,1,1.33,0.0,87.0,49,1.5,0.0
9.104979856318357,1,2,2,0.0,6.492239835020471,0,0,2009,11.065074640365626,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,69.27324720224897,61,1.0,0.0
9.313618721429684,2,6,5,7.039660349862076,7.442492722794441,1,1,2009,12.122691036591123,0,1,0,0,0,0,0,0,0,1,1,2.5,0,1,1.67,1.0,80.0,13,2.0,0.0
9.784422445377189,3,5,4,7.2909747781429814,7.290292882446597,0,1,2006,11.917723684090689,0,1,0,0,0,0,0,0,0,1,0,2.25,0,1,1.67,1.5,134.0,52,1.5,4.948759890378168
8.469052816088302,3,9,5,7.387090235656757,7.401231264413015,3,1,2008,12.611537753638338,1,0,0,1,0,0,0,1,0,1,1,3.75,1,1,1.67,1.0,48.95537839619781,11,3.0,5.700443573390687
9.2621735206162,3,5,3,6.8966943316227125,7.450660796211539,1,1,2008,11.884489021402711,0,1,0,0,0,0,0,0,0,1,0,2.25,0,1,1.0,1.25,74.68200495106295,51,3.0,4.90527477843843
9.643809676493944,1,6,5,6.834108738813838,7.475339236566737,2,1,2009,12.352335152508426,0,1,0,1,0,0,1,0,2,0,1,3.0,1,1,1.67,0.0,65.0,14,3.5,5.929589143389895
9.540147589478611,3,5,6,6.904750769961838,6.903747257584598,1,1,2008,11.589886506106357,0,1,0,0,0,0,0,0,1,0,0,2.25,1,1,0.0,1.25,63.0,42,2.0,4.976733742420574
9.07680897935166,1,5,5,7.0925737159746784,7.091742115095153,1,1,2009,11.695247021764184,0,1,0,0,0,0,0,0,1,0,0,2.0,0,1,1.33,0.0,70.0,55,1.5,3.58351893845611
9.204825191288073,1,5,5,6.8966943316227125,6.895682697747868,1,1,2007,11.763684183317412,0,1,0,1,0,0,0,1,0,1,0,2.0,0,1,1.0,0.0,70.35810391622117,50,2.0,0.0
9.100525505968976,1,5,6,6.9167150203536085,6.93537044601511,1,1,2010,11.652687407345388,0,0,1,0,1,0,0,0,1,0,0,1.75,0,1,1.0,1.25,56.0,61,1.0,0.0
8.160518247477505,1,5,7,6.580639137284949,7.157735484249907,1,1,2009,11.608235644774552,0,0,1,0,0,0,0,0,1,0,0,1.75,0,1,0.67,0.0,50.0,61,1.5,3.58351893845611
10.109362862283819,3,9,3,6.902742737158593,7.987524479848767,2,1,2008,11.918390573078392,0,1,0,1,0,0,1,0,0,1,0,3.0,0,1,2.0,1.25,110.12259877649933,34,3.0,5.351858133476067
9.111182800442965,2,8,5,6.56244409369372,7.254177846456518,2,1,2006,12.089538829274222,0,1,0,1,0,0,1,0,2,0,1,3.25,1,1,1.67,1.25,74.0,7,2.5,4.912654885736052
9.41897923708751,2,7,7,6.45833828334479,7.3833681469923835,2,1,2006,12.203569515312056,0,1,0,1,0,0,1,0,0,0,0,1.75,1,1,1.33,1.5,70.0,21,1.5,0.0
9.016512874996026,2,6,5,6.70196036600254,7.329749689041512,1,1,2006,12.119969946476761,0,1,0,1,0,0,1,0,2,0,1,2.75,1,1,1.67,1.0,60.0,13,3.5,6.202535517187923
8.699514748210191,2,5,5,6.437751649736401,7.412160334945205,1,1,2008,11.744037185933616,0,0,1,0,0,0,0,1,0,0,0,2.5,1,1,1.0,0.5,75.0,44,1.5,5.198497031265826
7.835579246669965,2,7,6,6.962243464266207,6.961296045910167,1,1,2008,11.908340237224891,0,1,0,0,0,1,0,0,0,0,0,2.75,0,1,1.33,0.0,24.0,34,2.0,3.6635616461296463
9.287301413112312,1,5,7,6.517671272912275,7.20934025660291,2,1,2009,11.911701584927597,0,1,0,0,0,0,1,0,2,0,0,1.75,1,1,1.0,0.0,60.0,5,2.5,5.236441962829949
7.761744984658913,2,6,5,6.752270376141742,7.283448228756631,1,1,2009,11.834284063781393,0,1,0,0,0,1,1,0,0,0,0,2.75,0,1,1.33,1.0,24.0,34,2.5,3.367295829986474
9.291551627401006,3,8,5,7.450079569807499,7.449498005382849,2,1,2008,12.688498794774466,0,1,0,1,0,0,0,0,1,0,1,4.25,1,1,1.67,1.5,32.0,18,3.5,5.030437921392435
